#,Name,Price,Area(sqft),Build_Time,Type,Location,Distance_to_MRT,Availability,Beds_num,Baths_num,Is_room,District_id,Longitude,Latitude
544,1 Bed Condo for Rent in Highline Residences,4200,506,2018,Condo,7 Kim Tian Road 168592,318,Everyone Welcome,1,1,Yes,,,
545,2 Bed Condo for Rent in The Alps Residences,3380,689,2020,Condo,113 Tampines Street 86 528536,1478,Everyone Welcome,2,1,,,,
546,3 Room HDB for Rent in 868 Yishun Street 81,3800,904,1985,HDB,868 Yishun Street 81 760868,624,Everyone Welcome,3,2,,,,
547,3 Bed Condo for Rent in Maple Woods,6900,1500,1997,Condo,987 Bukit Timah Road 589628,233,Everyone Welcome,3,3,,,,
548,2 Bed Condo for Rent in Chancery Court,4450,920,1981,Condo, 36H Dunearn Road 309433,453,Everyone Welcome,2,2,,,,
549,Common Room (Landed) for Rent in Westville,900,150,1997,Landed,Westwood Avenue,330,Everyone Welcome,1,0,Yes,,,
550,Common Room (HDB) for Rent in 428 Tampines Street 41,1200,90,1985,HDB,428 Tampines Street 41 320428,671,Everyone Welcome,1,0,Yes,,,
551,3 Room HDB for Rent in 64 Marine Drive,500,732,1975,HDB,64 Marine Drive 440064,319,Everyone Welcome,3,1,,,,
552,4 Room (4NG) HDB for Rent in 317B Yishun Avenue 9,3300,990,2015,HDB, 317B Yishun Avenue 9 762317,1010,Everyone Welcome,2,2,,,,
553,Common Room (Condo) for Rent in 11 Joe Chiat Place,1850,220,-,Condo,11 Joe Chiat Place 427744,768,Everyone Welcome,1,0,Yes,,,
554,5 Room (5I) HDB for Rent in 629 Woodlands Ring Road,3700,1313,1998,HDB,629 Woodlands Ring Road 730629,719,Everyone Welcome,3,2,,,,
555,3 Bed Cluster House (Landed) for Rent in Villa Des Flores,6500,2217,1985,Landed,Whitley Road,862,Everyone Welcome,3,3,,,,
556,3+1 Bed Condo for Rent in The Cascadia,7500,2378,2011,Condo,921 Bukit Timah Road 589624,484,Everyone Welcome,3,3,,,,
557,1 Bed Condo for Rent in The Florence Residences,3000,484,2023,Condo,87 Hougang Avenue 2 538862,637,Everyone Welcome,1,1,Yes,,,
558,Common Room (HDB) for Rent in Telok Blangah Crescent,1800,250,-,HDB,1 Telok Blangah Crescent 098915,2600,Everyone Welcome,1,0,Yes,,,
559,5 Bed Cluster House (Landed) for Rent in Eleven @ Holland,9000,3692,2014,Landed,Holland Link,829,Everyone Welcome,5,5,,,,
560,3 Bed Condo for Rent in Malvern Springs,8800,2659,2004,Condo,373 Onan Road 424775,430,Everyone Welcome,3,3,,,,
561,Common Room (HDB) for Rent in 617A Punggol Drive,935,100,2013,HDB,617A Punggol Drive 821617,102,Everyone Welcome,1,0,Yes,,,
562,Common Room (Condo) for Rent in Kreta Ayer Conservation Area,1450,110,-,Condo,15 Temple Street 058562,196,Everyone Welcome,1,0,Yes,,,
563,4 Room (4A) HDB for Rent in 424D Yishun Avenue 11,3500,900,2015,HDB,424D Yishun Avenue 11 764424,1727,Everyone Welcome,3,2,,,,
564,3 Bed Condo for Rent in Holland Hill Park,6500,1600,1992,Condo,7 Holland Hill 278731,712,Everyone Welcome,3,3,,,,
565,4+1 Bed Condo for Rent in Silversea,13999,2530,2014,Condo,52 Marine Parade Road 449308,624,Everyone Welcome,4,4,,,,
566,2 Bed Apartment (Condo) for Rent in Je Residence,4800,1313,2007,Condo,3 Joo Chiat Lane 428129,829,Everyone Welcome,2,2,,,,
567,2 Bed Apartment (Condo) for Rent around FLANDERS SQUARE,3700,400,-,Condo,22 FLANDERS SQUARE 209306,326,Everyone Welcome,2,2,,,,
568,Common Room (HDB) for Rent in 10D Punggol Field,955,120,-,HDB,101D Punggol Field 824101,93,Everyone Welcome,1,0,Yes,,,
569,4 Room (4A) HDB for Rent in 770 Choa Chu Kang Street 54,3300,1141,-,HDB, 770 Choa Chu Kang Street 54 680770,443,Everyone Welcome,3,2,,,,
570,4 Bed Terrace House (Landed) for Rent in Stratton Park,6000,2334,1992,Landed,Stratton Drive,1332,Everyone Welcome,4,3,,,,
571,Common Room (HDB) for Rent in 713 Jurong West Street 71,800,100,-,HDB,713 Jurong West Street 71 640713,553,Everyone Welcome,1,0,Yes,,,
572,1+1 Bed Condo for Rent in The M,4900,624,2023,Condo,30 Middle Road 188940,296,Everyone Welcome,1,1,Yes,,,
573,Master Room (Condo) for Rent in The Tampines Trilliant,1600,220,2015,Condo,33 Tampines Central 7 528614,929,Everyone Welcome,1,1,Yes,,,
574,4 Bed Bungalow (Landed) for Rent in Serangoon Garden Estate,10900,4000,-,Landed,Charlwell Drive,986,Everyone Welcome,4,4,,,,
575,Master Room (HDB) for Rent in 467 Tampines Street 44,1100,224,-,HDB,467 Tampines Street 44 520467,381,Everyone Welcome,1,1,Yes,,,
576,1 Bed Condo for Rent in High Park Residences,2800,452,2019,Condo,31 Fernvale Road 797417,250,Everyone Welcome,1,1,Yes,,,
577,1 Bed Apartment (Condo) for Rent in 76 Shenton,4300,624,2014,Condo,76 Shenton Way 079119,118,Everyone Welcome,1,1,Yes,,,
578,Common Room (Condo) for Rent in Hundred Palms Residences,1300,100,2019,Condo,276 Yio Chu Kang Road 544604,414,Everyone Welcome,1,0,Yes,,,
579,Master Room (Landed) for Rent in The Woods,1800,250,2013,Landed,Westwood Avenue,412,Everyone Welcome,1,1,Yes,,,
580,5 Room (5I) HDB for Rent in 168A Simei Lane,4200,1205,2011,HDB,168A Simei Lane 521168,299,Everyone Welcome,3,2,,,,
581,5 Room (5I) HDB for Rent in 244 Bukit Panjang Ring Road,3400,1200,-,HDB,244 Bukit Panjang Ring Road 670244,109,Everyone Welcome,4,2,,,,
582,6 Bed Semi-Detached House (Landed) for Rent in One K Greenlane,22000,6000,2005,Landed,Green Lane,590,Everyone Welcome,6,6,,,,
583,Common Room (Condo) for Rent in The Glades,1500,120,2017,Condo,8 Bedok Rise 469600,136,Everyone Welcome,1,0,Yes,,,
584,2 Bed Condo for Rent in The Wisteria / Wisteria Mall,3300,635,2019,Condo,590 Yishun Ring Road 768694,913,Everyone Welcome,2,1,,,,
585,Common Room (HDB) for Rent in 288C Compassvale Crescent,1100,150,2017,HDB,288C Compassvale Crescent 543288,484,Everyone Welcome,1,0,Yes,,,
586,2 Bed Condo for Rent in JadeScape,4300,646,2023,Condo,8 Shunfu Road 575754,444,Everyone Welcome,2,1,,,,
587,4 Room (4A) HDB for Rent in 128A Punggol Field Walk,3480,968,-,HDB,128A Punggol Field Walk 821128,25,Everyone Welcome,3,2,,,,
588,4 Room (4I) HDB for Rent in 35 Chai Chee Avenue,3600,950,1975,HDB,35 Chai Chee Avenue 461035,389,Everyone Welcome,3,1,,,,
589,Common Room (HDB) for Rent in 607 Yishun Street 61,750,180,1987,HDB,607 Yishun Street 61 760607,536,Everyone Welcome,1,0,Yes,,,
590,Studio Condo for Rent in Urban Vista,2750,250,2016,Condo,14 Tampines Kechil Link 465423,244,Everyone Welcome,1,1,,,,
591,2 Bed Condo for Rent in Astoria Park,4600,1001,1998,Condo,30 Lorong Mydin 416825,90,Everyone Welcome,2,2,,,,
592,Common Room (HDB) for Rent in 822 Jurong West Street 81,550,129,-,HDB,822 Jurong West Street 81 640822,463,Everyone Welcome,1,0,Yes,,,
593,2+1 Bed Condo for Rent in Spottiswoode Suites,5500,880,2007,Condo, 16 Spottiswoode Park Road 088661,407,Everyone Welcome,2,2,,,,
594,5 Room HDB for Rent in 104 Whampoa Drive,4400,1302,1974,HDB,104 Whampoa Drive 323104,926,Everyone Welcome,3,2,,,,
595,3+1 Bed Condo for Rent in Jawolai Regency,8000,2496,2003,Condo,49 Jervois Road 249081,793,Everyone Welcome,3,2,,,,
596,5 Room (5I) HDB for Rent in 124 Rivervale Drive,3500,1291,1999,HDB,124 Rivervale Drive 540124,347,Everyone Welcome,3,2,,,,
597,1 Bed Condo for Rent in 3 Cusaden,4600,463,2022,Condo,3 Cuscaden Walk 249690,266,Everyone Welcome,1,1,Yes,,,
598,1 Bed Condo for Rent in Eco Sanctuary,2950,500,2016,Condo,61 Chestnut Avenue 679522,829,Everyone Welcome,1,1,Yes,,,
599,3+1 Bed Condo for Rent in Le Hill Condominium,3500,1238,1999,Condo,42 Pasir Panjang Hill 118894,377,Everyone Welcome,3,2,,,,
600,1 Bed Apartment (Condo) for Rent in 265 Outram Road,3250,340,2019,Condo,265 Outram Road 169059,390,Everyone Welcome,1,1,Yes,,,
601,2 Bed Apartment (Condo) for Rent around Haig Road,3500,730,2013,Condo,162 Haig Road 438773,820,Everyone Welcome,2,2,,,,
602,1 Bed Condo for Rent in OUE Twin Peaks,4300,550,2016,Condo, 33 Leonie Hill Road 239197,478,Everyone Welcome,1,1,Yes,,,
603,3 Bed Condo for Rent in Holland Hill Park,6500,1600,1992,Condo,7 Holland Hill 278731,712,Everyone Welcome,3,3,,,,
604,Common Room (Condo) for Rent in Cityscape @ Farrer Park,1500,200,2015,Condo,101 Mergui Road 219067,692,Everyone Welcome,1,0,Yes,,,
605,1 Bed Condo for Rent in Queens Peak,3600,441,2020,Condo, 1 Dundee Road 149456,86,Everyone Welcome,1,1,Yes,,,
606,3 Bed Condo for Rent in La Fiesta,4600,1001,2016,Condo,56 Sengkang Square 544833,269,Everyone Welcome,3,3,,,,
607, 1 Bed Apartment (Condo) for Rent in Liv On Wilkie,3300,430,2019,Condo,9 Wilkie Terrace 228025,433,Everyone Welcome,1,1,Yes,,,
608,3 Room (3I) HDB for Rent in 98 Whampoa Drive,3000,700,1974,HDB,98 Whampoa Drive 320098,848,Everyone Welcome,2,1,,,,
609,4 Room (4A) HDB for Rent in 524 Bedok North Street 3,3600,990,-,HDB,524 Bedok North Street 3 460524,265,Everyone Welcome,3,2,,,,
610,4 Bed Condo for Rent in 111 Emerald Hill,15500,2411,2012,Condo,111 Emerald Hill Road 229391,512,Everyone Welcome,4,4,,,,
611,Master Room (HDB) for Rent in 943 Hougang Street 92,780,129,-,HDB,943 Hougang Street 92 530943,786,Everyone Welcome,1,1,Yes,,,
612,3+1 Bed Condo for Rent in The Cascadia,7500,2378,2011,Condo,921 Bukit Timah Road 589624,484,Everyone Welcome,3,3,,,,
613,1+1 Bed Condo for Rent in Marine Blue,4500,732,2016,Condo,91 Marine Parade Road 449314,258,Everyone Welcome,1,1,Yes,,,
614,5 Room (S) HDB for Rent in 681 Senja Link,3300,1084,-,HDB, 651 Senja Link 670651,97,Everyone Welcome,3,2,,,,
615,Common Room (HDB) for Rent in 314 Woodlands Street 31,600,173,-,HDB,314 Woodlands Street 31 730314,30,Everyone Welcome,1,0,Yes,,,
616,Common Room (HDB) for Rent in 938 Juareg West Street 91,1100,1302,-,HDB,938 Jurong West Street 91 640938,903,Everyone Welcome,1,0,Yes,,,
617,Master Room (Condo) for Rent in Loft 33,2200,225,2016,Condo, 33 Lorong 32 Geylang 398293,514,Everyone Welcome,1,1,Yes,,,
618,Common Room (Condo) for Rent in Southaven II,1700,150,1999,Condo,33 Hindhede Walk 587968,724,Everyone Welcome,1,0,Yes,,,
619,3 Room (34) HDB for Rent in 126C Kim Tian Road,3800,667,2013,HDB,126C Kim Tian Road 163126,463,Everyone Welcome,2,2,,,,
620,4 Room (4NG) HDB for Rent in 220 Serangoon Avenue 4,3600,990,-,HDB,220 Serangoon Avenue 4 550220,992,Everyone Welcome,3,2,,,,
621,Master Room (HDB) for Rent in 556 Ang Mo Kio Avenue 10,1200,320,1980,HDB,556 Ang Mo Kio Avenue 10 560556,642,Everyone Welcome,1,1,Yes,,,
622,4 Room (4A) HDB for Rent in 620 Bukit Panjang Ring Road,3000,968,-,HDB,620 Bukit Panjang Ring Road 670620,298,Everyone Welcome,3,2,,,,
623,5 Room (5A) HDB for Rent in 480 Sembawang Drive,3600,1185,-,HDB,480 Sembawang Drive 750480,644,Everyone Welcome,3,2,,,,
624,2+1 Bed Walk-up Apartment (Condo) for Rent around Joo Chiat Road,8800,1909,-,Condo,172 Joo Chiat Road 427443,849,Everyone Welcome,2,2,,,,
625,Common Room (HDB) for Rent in 81 Bedok North Road,1000,120,-,HDB,81 Bedok North Road 460081,688,Everyone Welcome,1,0,Yes,,,
626,5 Room (S) HDB for Rent in 738 Jaroog West Street 75,4400,1334,-,HDB,738 Jurong West Street 75 640738,293,Everyone Welcome,4,2,,,,
627,1 Bed Condo for Rent in High Park Residences,2900,463,2019,Condo,31 Fernvale Road 797417,250,Everyone Welcome,1,1,Yes,,,
628,Common Room (Condo) for Rent in Bishan &,1200,100,2000,Condo,Bishan Street 21 574044,242,Everyone Welcome,1,0,Yes,,,
629,4 Room (ASTD) HDB for Rent in 12 Cantonment Close,4100,607,2002,HDB,12 Cantonment Close 080012,480,Everyone Welcome,3,2,,,,
630,3 Bed Apartment (Condo) for Rent in Park Nova,15000,1432,2024,Condo,18 Tomlinson Road 247858,234,Everyone Welcome,3,2,,,,
631,1 Bed Apartment (Condo) for Rent in Prestige Heights,2600,344,2013,Condo, 348 Balestier Road 329778,956,Everyone Welcome,1,1,Yes,,,
632,1 Bed Condo for Rent in Highline Residences,4200,506,2018,Condo,7 Kim Tian Road 168592,318,Everyone Welcome,1,1,Yes,,,
633,2 Bed Condo for Rent in The Shore Residences,5950,883,2014,Condo,81 Amber Road 439893,584,Everyone Welcome,2,2,,,,
634,588 Woodlands Drive 16,700,100,1999,HDB,588 Woodlands Drive 16,290,Everyone Welcome,1,0,Yes,,,
635,154 Hougang Street 11,1000,150,1984,HDB,154 Hougang Street 11,890,Everyone Welcome,1,0,Yes,,,
636,307 Jurong East Street 32,1000,250,1983,HDB,307 Jurong East Street 32,900,Male only,1,0,Yes,,,
637,370 Bukit Batok Street 31,1300,130,1985,HDB,370 Bukit Batok Street 31,320,Everyone Welcome,1,0,Yes,,,
638,342 Woodlands Avenue 1,1000,200,1995,HDB,342 Woodlands Avenue 1,940,Everyone Welcome,1,0,Yes,,,
639,222 Pasir Ris Street 21,950,150,1992,HDB,222 Pasir Ris Street 21,530,Everyone Welcome,1,0,Yes,,,
640,249 Hougang Avenue 3,1400,150,1984,HDB,249 Hougang Avenue 3,1260,Everyone Welcome,1,0,Yes,,,
641,310C Ang Mo Kio Avenue 1,1000,90,2012,HDB,310C Ang Mo Kio Avenue 1,1000,Everyone Welcome,1,0,Yes,,,
642,310 Jurong East Street 32,800,120,1984,HDB,310 Jurong East Street 32,1030,Everyone Welcome,1,0,Yes,,,
643,207 Toa Payoh North,950,85,1973,HDB,207 Toa Payoh North,400,Everyone Welcome,1,0,Yes,,,
644,303 Canberra Road,1300,200,1997,HDB,303 Canberra Road,770,Everyone Welcome,1,0,Yes,,,
645,53 New Upper Changi Road,950,130,1976,HDB,53 New Upper Changi Road,760,Everyone Welcome,1,0,Yes,,,
646,211 Jurong East Street 21,1000,200,1982,HDB,211 Jurong East Street 21,1260,Everyone Welcome,1,0,Yes,,,
647,683C Woodlands Drive 62,800,140,1998,HDB,683C Woodlands Drive 62,450,Everyone Welcome,1,0,Yes,,,
648,219 Lorong 8 Toa Payoh,1000,150,1977,HDB,219 Lorong 8 Toa Payoh,1750,Everyone Welcome,1,0,Yes,,,
649,684B Jurong West Street 64,1100,125,1998,HDB,684B Jurong West Street 64,890,Everyone Welcome,1,0,Yes,,,
650,763 Pasir Ris Street 71,900,100,1994,HDB,763 Pasir Ris Street 71,1080,Everyone Welcome,1,0,Yes,,,
651,103 Jurong East Street 13,1100,150,1982,HDB,103 Jurong East Street 13,750,Everyone Welcome,1,0,Yes,,,
652,103 Jurong East Street 13,1500,150,1982,HDB,103 Jurong East Street 13,750,Everyone Welcome,1,0,Yes,,,
653,132 Simei Street 1,1000,100,1987,HDB,132 Simei Street 1,600,Everyone Welcome,1,0,Yes,,,
654,261D Sengkang East Way,3900,1259,2001,HDB,261D Sengkang East Way 544261,231,Everyone Welcome,3,2,,,,
655,Maple Leaf Elite 1,5200,935,2023,Condo,120 Rangoon Road 218398,328,Everyone Welcome,2,2,,,,
656,Astoria Park,4600,1001,1998,Condo,30 Lorong Mydin 416825,90,Everyone Welcome,2,2,,,,
657,Spring Grove,10000,1789,1996,Condo,53B Grange Road 249567,647,Everyone Welcome,5,3,,,,
658,633 Pasir Ris Drive 3,850,150,-,HDB,633 Pasir Ris Drive 3 510633,576,Everyone Welcome,1,0,Yes,,,
659,Soleil @ Sinaran,5980,958,2011,Condo,6 Sinaran Drive 307468,151,Everyone Welcome,2,2,,,,
660,Sunny Palms,1700,200,2004,Condo,65 Lorong G Telok Kurau 426323,453,Everyone Welcome,1,1,Yes,,,
661,201C Punggol Field,3300,967,-,HDB,201C Punggol Field 823201,232,Everyone Welcome,3,2,,,,
662,Sol Acres,4000,1066,2018,Executive Condo,8 Choa Chu Kang Grove 688206,259,Everyone Welcome,3,3,,,,
663,Jervois Regency,8000,2496,2003,Condo,49 Jervois Road 249081,793,Everyone Welcome,3,2,,,,
664,313 Sembawang Drive,3500,1291,2001,HDB,313 Sembawang Drive 750313,535,Everyone Welcome,3,2,,,,
665,Tan Kim Cheng Road,28000,7400,-,Landed,Tan Kim Cheng Road,316,Everyone Welcome,5,6,,,,
666,Liv @ MB,8100,1216,2024,Condo,114D Arthur Road 439837,256,Everyone Welcome,3,2,,,,
667,766 Bedok Reservoir View,1100,200,2000,HDB,766 Bedok Reservoir View 470766,416,Everyone Welcome,1,1,Yes,,,
668,Kallang Riverside,5900,1033,2019,Condo,51 Kampong Bugis 338986,454,Everyone Welcome,2,2,,,,
669,One Amber,5300,958,2010,Condo,1 Amber Gardens 439957,271,Everyone Welcome,2,2,,,,
670,Maple Leaf Elite 2,5500,1055,2023,Condo,148 Rangoon Road 218425,410,Everyone Welcome,2,2,,,,
671,Stratton Park,6000,2800,1992,Landed,Stratton Drive,1332,Everyone Welcome,4,3,,,,
672,Gem Residences,2500,300,2020,Condo,1 Lorong 5 Toa Payoh 319458,461,Everyone Welcome,1,1,Yes,,,
673,713 Jurong West Street 71,1000,110,-,HDB,713 Jurong West Street 71 640713,553,Everyone Welcome,1,0,Yes,,,
674,787C Woodlands Crescent,1200,120,-,HDB,787C Woodlands Crescent 733787,465,Everyone Welcome,1,0,Yes,,,
675,High Park Residences,2800,452,2019,Condo,31 Fernvale Road 797417,250,Everyone Welcome,1,1,Yes,,,
676,One Pearl Bank,4680,560,2024,Condo,1 Pearl Bank 169016,185,Everyone Welcome,1,1,Yes,,,
677,Country Park Condominium,4300,1109,2003,Condo,37 Bedok Road 469360,164,Everyone Welcome,2,2,,,,
678,Kingsford Waterbay,3100,678,2018,Condo,80 Upper Serangoon View 533878,913,Everyone Welcome,2,2,,,,
679,324 Ubi Avenue 1,4000,1108,1985,HDB,324 Ubi Avenue 1 400324,180,Everyone Welcome,3,2,,,,
680,Parc Clematis,4600,710,2023,Condo,8 Jalan Lempeng 128796,738,Everyone Welcome,2,2,,,,
681,3 Holland Park,35000,9200,-,Landed,3 Holland Park,662,Everyone Welcome,5,7,,,,
682,139B Lorong 1A Toa Payoh,4200,1033,2013,HDB,139B Lorong 1A Toa Payoh 312139,621,Everyone Welcome,3,2,,,,
683,Kovan Melody,6200,1259,2006,Condo,33 Kovan Road 548192,168,Everyone Welcome,3,3,,,,
684,690C Choa Chu Kang Crescent,3200,990,2002,HDB,690C Choa Chu Kang Crescent 683690,700,Everyone Welcome,3,2,,,,
685,Eight Riversuites,4900,797,2016,Condo,8 Whampoa East 338518,270,Everyone Welcome,2,2,,,,
686,Clover By The Park,6800,1636,2012,Condo,2 Bishan Street 25 573973,480,Everyone Welcome,3,3,,,,
687,678B Jurong West Street 64,3100,990,2000,HDB,678B Jurong West Street 64 642678,690,Everyone Welcome,3,2,,,,
688,403 Serangoon Avenue 1,3000,990,1989,HDB,403 Serangoon Avenue 1 550403,550,Everyone Welcome,3,2,,,,
689,The Minton,4800,1130,2013,Condo,10 Hougang Street 11 538679,800,Everyone Welcome,3,2,,,,
690,506C Yishun Avenue 4,3200,990,2016,HDB,506C Yishun Avenue 4 763506,610,Everyone Welcome,3,2,,,,
691,Lake Grande,3900,710,2020,Condo,6 Jurong Lake Link 648162,150,Everyone Welcome,2,1,,,,
692,The Tembusu,5000,753,2017,Condo,107 Tampines Road 535130,300,Everyone Welcome,2,2,,,,
693,152 Simei Street 1,3600,1108,1988,HDB,152 Simei Street 1 520152,400,Everyone Welcome,3,2,,,,
694,The Panorama,4700,775,2019,Condo,18 Ang Mo Kio Avenue 2 567695,600,Everyone Welcome,2,2,,,,
695,City Square Residences,5500,861,2009,Condo,10 Kitchener Link 207227,90,Everyone Welcome,2,2,,,,
696,268C Punggol Field,3100,1001,2004,HDB,268C Punggol Field 823268,350,Everyone Welcome,3,2,,,,
697,Highline Residences,8300,1130,2018,Condo,3 Kim Tian Road 169279,210,Everyone Welcome,3,2,,,,
698,332C Anchorvale Link,3200,990,2001,HDB,332C Anchorvale Link 543332,230,Everyone Welcome,3,2,,,,
699,The Poiz Residences,3900,527,2019,Condo,8 Meyappa Chettiar Road 358472,90,Everyone Welcome,1,1,Yes,,,
700,31 Ghim Moh Link,4000,990,2017,HDB,31 Ghim Moh Link 271031,370,Everyone Welcome,3,2,,,,
701,317B Anchorvale Road,3300,1001,2002,HDB,317B Anchorvale Road 542317,260,Everyone Welcome,3,2,,,,
702,408 Jurong West Street 42,3200,1108,1984,HDB,408 Jurong West Street 42 640408,690,Everyone Welcome,3,2,,,,
703,Sky Vue,4900,743,2017,Condo,1 Bishan Street 15 573910,210,Everyone Welcome,2,2,,,,
704,5 Room (5I) HDB for Rent in 424 Canberra Road,3500,1184,-,HDB,424 Canberra Road 750424,548,Everyone Welcome,3,2,,,,
705,4 Room (4A) HDB for Rent in 131B Lorong 1 Toa Payoh,5000,1001,2018,HDB,131B Lorong 1 Toa Payoh 312131,347,Everyone Welcome,3,2,,,,
706,Common Room (HDB) for Rent in 183C Woodlands Street 13,900,100,2019,HDB,183C Woodlands Street 13 733183,377,Everyone Welcome,1,0,Yes,,,
707,Common Room (HDB) for Rent in 633 Pasir Ris Drive 3,850,150,-,HDB,633 Pasir Ris Drive 3 510633,576,Everyone Welcome,1,0,Yes,,,
708,Common Room (HDB) for Rent in 607 Yishun Street 61,850,180,1987,HDB,607 Yishun Street 61 760607,536,Everyone Welcome,1,0,Yes,,,
709,Common Room (HDB) for Rent in 288C Compassvale Crescent,1100,150,2017,HDB,288C Compassvale Crescent 543288,484,Everyone Welcome,1,0,Yes,,,
710,Common Room (HDB) for Rent in 638 Pasir Ris Drive 1,500,80,-,HDB,638 Pasir Ris Drive 1 510638,778,Everyone Welcome,1,0,Yes,,,
711,Executive HDB for Rent in 333 Tampines Street 32,4098,1603,-,HDB,333 Tampines Street 32 520333,704,Everyone Welcome,3,2,,,,
712,4 Room (4NG) HDB for Rent in 108 Yishun Ring Road,3400,1044,-,HDB,108 Yishun Ring Road 760108,733,Everyone Welcome,3,2,,,,
713,5 Room (5I) HDB for Rent in 493 Admiralty Link,3300,1184,2004,HDB,493 Admiralty Link 750493,906,Everyone Welcome,2,2,,,,
714,Klimt Cairnhill,7600,893,2025,Condo,71 Cairnhill Road 229725,441,Everyone Welcome,2,2,,,,
715,The Palette,1400,170,2016,Condo,113 Pasir Ris Grove,740,Everyone Welcome,1,0,Yes,,,
716,Cassia View,1100,100,2001,Condo,320 Guillemard Road,600,Everyone Welcome,1,1,Yes,,,
717,La Casa,3500,980,2008,Executive Condo,64 Woodlands Drive 16 737894,754,Everyone Welcome,2,2,,,,
718,North Park Residences,4200,700,-,Condo,15 Yishun Central 1,540,Everyone Welcome,2,2,,,,
719,Phoenix Residences,1800,300,2024,Condo,79 Phoenix Avenue · 668382,349,Everyone Welcome,1,0,Yes,,,
720,Phoenix Residences,4000,721,2024,Condo,83 Phoenix Avenue 668384,344,Everyone Welcome,2,2,,,,
721,One-North Residences,4180,1259,2009,Condo,7 One-North Gateway,370,Everyone Welcome,1,1,Yes,,,
722,One Pearl Bank,4680,560,2024,Condo,1 Pearl Bank,185,Everyone Welcome,1,1,Yes,,,
723,Maple Leaf Elite 1,5200,935,2023,Condo,120 Rangoon Rd,328,Everyone Welcome,2,2,,,,
724,261D Sengkang East Way,3900,1259,2001,HDB,261D Sengkang East Way,231,Everyone Welcome,3,2,,,,
725,183C Woodlands Street 13,900,100,2019,HDB,183C Woodlands St 13,377,Everyone Welcome,1,0,Yes,,,
726,Kim Sia Court,1600,200,1970,Condo,1 Jalan Jintan,239,Everyone Welcome,1,0,Yes,,,
727,142 Bishan Street 12,4188,904,1987,HDB,142 Bishan St 12,828,Everyone Welcome,3,2,,,,
728,321 Serangoon Avenue 2,4500,1450,-,HDB,321 Serangoon Ave 2,341,Everyone Welcome,3,2,,,,
729,Citylights,5900,947,2007,Condo,80 Jellicoe Rd,120,Everyone Welcome,2,2,,,,
730,The Interlace,9000,2260,2013,Condo,180 Depot Rd,530,Everyone Welcome,3,3,,,,
